weight;word;color;url
189;<director, education, New_York_University>;;
196;<director, subject, Venice_Best_Director_Silver_Lion_winners>;;
419;<producer, knownFor, The_Upside>;;
431;<producer, subject, STX_Entertainment>;;
436;<producer, occupation, Robert_Simonds__PersonFunction__1>;;
436;<producer, birthPlace, Phoenix,_Arizona>;;
320;<writer, subject, Jewish_American_male_actors>;;
414;<producer, knownFor, Cheaper_by_the_Dozen_(2003_film)>;;
401;<writer, subject, American_stand-up_comedians>;;
399;<producer, isPrimaryTopicOf, Robert_Simonds>;;
280;<writer, subject, Comedians_from_New_York_City>;;
761;<producer, almaMater, Yale_University>;;
378;<producer, subject, Businesspeople_from_Phoenix,_Arizona>;;
72;<subject, 1968_films>;;
131;<subject, Irish_films>;;
34;<subject, 1980s_biographical_drama_films>;;
192;<starring, almaMater, Harvard_University>;;
101;<starring, subject, Male_actors_of_Finnish_descent>;;
162;<starring, subject, People_from_Brooklyn_Heights>;;
111;<starring, subject, Entertainers_from_the_Bronx>;;
56;<starring, subject, Southern_Methodist_University_alumni>;;
120;<starring, Vincent_D'Onofrio>;;
200;<subject, core#broader, Films_about_discrimination>;;
25;<subject, core#broader, Bullying_in_fiction>;;
23;<subject, core#broader, Works_about_suicide>;;
23;<subject, core#broader, Self-harm_in_films>;;
94;<starring, subject, Novelists_from_New_York_(state)>;;
142;<starring, subject, American_male_guitarists>;;
13;<subject, core#broader, Works_about_bullying>;;
82;<subject, core#broader, Action_film_series>;;
265;<writer, subject, 1956_births>;;
20;<screenplay, subject, Screenwriters_from_Massachusetts>;;
101;<productionCompany, sameAs, 153946522>;;
803;<starring, works, Harrison_Ford_filmography>;;
119;<productionCompany, subject, American_companies_established_in_1984>;;
782;<starring, subject, American_carpenters>;;
101;<productionCompany, depiction, Foxstudiosentrance.jpg>;;
566;<distributor, subsidiary, Working_Title_Films>;;
616;<distributor, caption, Carl_Laemmle>;;
69;<editing, birthPlace, Redwood_City,_California>;;
50;<editing, subject, People_from_Redwood_City,_California>;;
50;<editing, isPrimaryTopicOf, Chris_Lebenzon>;;
22;<producer, subject, University_of_California,_Berkeley_alumni>;;
227;<prevTitle, subject, English-language_films>;;
190;<productionCompany, subject, Companies_based_in_Santa_Monica,_California>;;
87;<starring, subject, Male_actors_of_Greek_descent>;;
269;<producer, subject, Canadian_emigrants_to_the_United_States>;;
56;<producer, subject, Canadian_male_screenwriters>;;
250;<starring, subject, People_from_Brooklyn>;;
530;<director, subject, American_male_poets>;;
450;<director, subject, American_expatriates_in_France>;;
472;<director, subject, American_animated_film_producers>;;
466;<director, subject, California_Institute_of_the_Arts_alumni>;;
441;<director, subject, Animation_screenwriters>;;
424;<director, subject, Disney_people>;;
929;<director, partner, Helena_Bonham_Carter>;;
357;<director, subject, Walt_Disney_Animation_Studios_people>;;
428;<director, subject, American_expatriates_in_the_United_Kingdom>;;
210;<producer, subject, 1930_births>;;
25;<musicComposer, subject, American_male_jazz_musicians>;;
3;<subject, core#broader, Islands_in_fiction>;;
174;<director, subject, American_Jews>;;
43;<music, subject, 1929_births>;;
23;<musicComposer, subject, 1929_births>;;
102;<subject, core#broader, Utah_culture>;;
10;<writer, subject, Record_producers_from_California>;;
20;<screenplay, subject, 21st-century_American_screenwriters>;;
23;<subject, core#broader, American_Western_(genre)_films>;;
31;<subject, core#broader, White_House_in_fiction>;;
31;<subject, core#broader, Films_set_in_Washington,_D.C.>;;
146;<subject, core#broader, Films_set_in_Asia_by_country>;;
31;<subject, core#broader, Films_set_in_museums>;;
217;<subject, core#broader, Action_film_franchises>;;
114;<director, subject, African-American_film_producers>;;
245;<writer, subject, 21st-century_American_novelists>;;
42;<subject, core#broader, Films_by_African-American_directors>;;
36;<director, deathPlace, California>;;
456;<distributor, isPrimaryTopicOf, Paramount_Pictures>;;
76;<subject, Films_set_in_Tennessee>;;
39;<artist, subject, Best_Original_Music_Score_Academy_Award_winners>;;
75;<artist, subject, American_classical_composers>;;
110;<musicComposer, subject, 1950_births>;;
34;<editing, subject, 1936_births>;;
113;<subject, core#broader, Films_about_religion>;;
45;<distributor, subject, Private_equity_portfolio_companies>;;
46;<distributor, subject, Metro-Goldwyn-Mayer>;;
48;<artist, subject, Jewish_American_classical_composers>;;
159;<label, subject, Companies_based_in_Los_Angeles_County,_California>;;
233;<music, instrument, Keyboard_instrument>;;
98;<studio, subject, Companies_based_in_Beverly_Hills,_California>;;
65;<subject, core#broader, Drama_films_by_country>;;
204;<starring, child, Francesca_Eastwood>;;
77;<director, subject, Film_directors_from_San_Francisco>;;
188;<starring, subject, Fellows_of_the_American_Academy_of_Arts_and_Sciences>;;
101;<director, subject, American_country_singer-songwriters>;;
140;<director, subject, 1930_births>;;
62;<director, subject, American_philanthropists>;;
90;<director, subject, Mountaineering_film_directors>;;
189;<starring, subject, People_from_Pebble_Beach,_California>;;
169;<starring, subject, Non-interventionism>;;
189;<starring, child, Alison_Eastwood>;;
84;<director, subject, Helicopter_pilots>;;
62;<director, subject, American_real_estate_businesspeople>;;
101;<director, partner, Frances_Fisher>;;
39;<director, subject, 20th-century_American_politicians>;;
78;<director, subject, Fellini_Gold_Medalists>;;
39;<director, subject, Clint_Eastwood>;;
39;<director, subject, Businesspeople_from_the_San_Francisco_Bay_Area>;;
60;<director, child, Kyle_Eastwood>;;
189;<starring, subject, Seattle_University_alumni>;;
39;<music, subject, American_male_jazz_musicians>;;
21;<director, birthPlace, San_Francisco,_California>;;
39;<director, subject, People_from_San_Francisco>;;
39;<director, subject, American_jazz_composers>;;
231;<starring, subject, Male_Spaghetti_Western_actors>;;
189;<starring, subject, Fellini_Gold_Medalists>;;
60;<director, subject, Eastwood_family>;;
189;<starring, subject, Jazz_musicians_from_San_Francisco>;;
405;<director, subject, Western_(genre)_film_directors>;;
189;<starring, isPrimaryTopicOf, Clint_Eastwood>;;
60;<director, spouse, Dina_Eastwood>;;
60;<director, subject, Male_actors_from_San_Francisco>;;
43;<director, subject, Western_(genre)_television_actors>;;
21;<director, subject, Commandeurs_of_the_Légion_d'honneur>;;
189;<starring, subject, Mountaineering_film_directors>;;
189;<starring, subject, Musicians_from_the_San_Francisco_Bay_Area>;;
21;<director, subject, Non-interventionism>;;
43;<director, subject, Male_Western_(genre)_film_actors>;;
21;<director, subject, Mayors_of_places_in_California>;;
21;<director, depiction, ClintEastwoodSept10TIFF.jpg>;;
21;<director, subject, California_Libertarians>;;
21;<director, subject, American_investors>;;
189;<starring, birthPlace, San_Francisco,_California>;;
43;<director, subject, Screen_Actors_Guild_Life_Achievement_Award>;;
189;<starring, subject, American_film_score_composers>;;
189;<starring, title, List_of_awards_and_nominations_received_by_Clint_Eastwood>;;
21;<director, subject, American_restaurateurs>;;
21;<director, subject, Male_actors_from_the_San_Francisco_Bay_Area>;;
189;<starring, occupation, Clint_Eastwood__PersonFunction__1>;;
21;<director, subject, American_libertarians>;;
189;<starring, subject, People_from_Carmel-by-the-Sea,_California>;;
21;<director, subject, American_aviators>;;
21;<director, subject, Military_personnel_from_California>;;
189;<starring, subject, Commandeurs_of_the_Légion_d'honneur>;;
21;<director, subject, American_male_jazz_composers>;;
21;<director, isPrimaryTopicOf, Clint_Eastwood>;;
357;<starring, spouse, Dina_Eastwood>;;
357;<starring, partner, Frances_Fisher>;;
351;<starring, subject, Commandeurs_of_the_Ordre_des_Arts_et_des_Lettres>;;
27;<musicComposer, genre, Film_music>;;
21;<director, subject, People_from_Piedmont,_California>;;
21;<director, subject, Los_Angeles_City_College_alumni>;;
102;<subject, Fox_Searchlight_Pictures_films>;;
51;<distributor, Fox_Searchlight_Pictures>;;
39;<distributor, Searchlight_Pictures>;;
762;<starring, subject, American_actor-politicians>;;
741;<starring, subject, 21st-century_Austrian_male_actors>;;
721;<starring, relation, Gustav_Schwarzenegger>;;
721;<starring, child, Patrick_Schwarzenegger>;;
721;<starring, lieutenant, John_Garamendi>;;
721;<starring, relatives, Gustav_Schwarzenegger>;;
721;<starring, subject, Kennedy_family>;;
721;<starring, lieutenant, Cruz_Bustamante>;;
717;<starring, subject, Austrian_male_film_actors>;;
709;<starring, subject, American_athlete-politicians>;;
698;<starring, subject, University_of_Wisconsin–Superior_alumni>;;
698;<starring, subject, Arnold_Schwarzenegger>;;
1139;<starring, spouse, Maria_Shriver>;;
692;<starring, lieutenant, Mona_Pasquil>;;
692;<starring, subject, American_exercise_and_fitness_writers>;;
692;<starring, subject, Austrian_Roman_Catholics>;;
692;<starring, subject, Austrian_restaurateurs>;;
692;<starring, militaryService, Arnold_Schwarzenegger__MilitaryService__1>;;
689;<starring, subject, 21st-century_Austrian_politicians>;;
674;<starring, subject, I'm_a_Celebrity...Get_Me_Out_of_Here!_(Australian_TV_series)_contestants>;;
683;<starring, subject, Austrian_film_directors>;;
674;<starring, subject, American_instructional_writers>;;
674;<starring, subject, Sportspeople_from_Graz>;;
674;<starring, subject, 20th-century_Austrian_writers>;;
669;<starring, title, Governor_of_California>;;
1338;<starring, birthPlace, Thal,_Styria>;;
653;<starring, subject, University_of_California_regents>;;
1946;<director, subject, BAFTA_fellows>;;
222;<producer, subject, Science_Fiction_Hall_of_Fame_inductees>;;
185;<producer, subject, Special_effects_people>;;
108;<starring, subject, 2018_deaths>;;
359;<producer, subject, BAFTA_fellows>;;
71;<subject, British_black_comedy_films>;;
517;<studio, hqLocationCity, Presidio_of_San_Francisco>;;
512;<studio, keyPerson, Vice_president>;;
348;<studio, founder, George_Lucas>;;
295;<studio, headquarter, Letterman_Digital_Arts_Center>;;
219;<studio, subject, 1971_establishments_in_California>;;
80;<subject, core#broader, Sports_drama_films>;;
708;<starring, sameAs, 85338964>;;
1208;<starring, spouse, Calista_Flockhart>;;
281;<writer, subject, American_Methodists>;;
1053;<starring, spouse, Melissa_Mathison>;;
572;<starring, occupation, Harrison_Ford__PersonFunction__1>;;
599;<starring, subject, Actors_from_Park_Ridge,_Illinois>;;
559;<starring, subject, Ripon_College_(Wisconsin)_alumni>;;
680;<starring, subject, American_people_of_Belarusian-Jewish_descent>;;
567;<starring, subject, American_conservationists>;;
550;<starring, subject, Actors_Fund_of_America>;;
71;<music, subject, American_male_songwriters>;;
354;<producer, knownFor, Big_Daddy_(1999_film)>;;
354;<producer, occupation, STX_Entertainment>;;
354;<producer, sameAs, 66203667>;;
354;<producer, knownFor, The_Wedding_Singer>;;
742;<music, genre, Pop_music>;;
267;<writer, subject, American_male_comedy_actors>;;
244;<writer, subject, Jewish_male_comedians>;;
249;<writer, subject, Jewish_American_musicians>;;
256;<writer, subject, Screenwriters_from_New_Hampshire>;;
272;<writer, subject, American_comedy_musicians>;;
64;<music, isPrimaryTopicOf, Michael_Kamen>;;
129;<subject, core#broader, Historical_films>;;
135;<starring, subject, Chevaliers_of_the_Légion_d'honneur>;;
370;<producer, subject, Best_Directing_Academy_Award_winners>;;
373;<subject, core#broader, Best_Art_Direction_Academy_Award_winners>;;
40;<starring, subject, 20th_Century_Fox_contract_players>;;
10;<starring, subject, Warner_Bros._contract_players>;;
124;<starring, subject, Irish_male_television_actors>;;
160;<starring, subject, 21st-century_Irish_male_actors>;;
177;<subject, core#broader, Films_set_in_Europe_by_country>;;
15;<starring, subject, Irish_male_voice_actors>;;
178;<starring, subject, 20th-century_Irish_male_actors>;;
37;<starring, subject, Outstanding_Narrator_Primetime_Emmy_Award_winners>;;
81;<starring, subject, Best_Actress_AACTA_Award_winners>;;
24;<musicComposer, subject, Jewish_American_musicians>;;
193;<starring, subject, United_States_Army_soldiers>;;
22;<subject, core#broader, Adventure_drama_films>;;
77;<subject, core#broader, Romance_films_by_genre>;;
94;<starring, Robert_Redford>;;
890;<musicComposer, genre, Pop_music>;;
51;<musicComposer, subject, 1945_births>;;
38;<starring, subject, American_civil_rights_activists>;;
165;<productionCompany, founder, Joel_Silver>;;
134;<subject, core#broader, Films_about_United_States_special_operations_forces>;;
113;<subject, core#broader, Films_about_the_United_States_Army>;;
149;<productionCompany, subject, Mass_media_companies_established_in_1980>;;
149;<productionCompany, homepage, silverpictures.com>;;
89;<productionCompany, keyPerson, Susan_Downey>;;
63;<productionCompany, sameAs, 137523445>;;
58;<productionCompany, keyPeople, Susan_Downey>;;
58;<productionCompany, foundedBy, Joel_Silver>;;
63;<productionCompany, subject, American_companies_established_in_1980>;;
63;<productionCompany, subsid, Dark_Castle_Entertainment>;;
58;<productionCompany, subsidiary, Dark_Castle_Entertainment>;;
82;<musicComposer, Bruce_Broughton>;;
82;<subject, Films_scored_by_Bruce_Broughton>;;
79;<music, Bruce_Broughton>;;
40;<distributor, Cinergi_Pictures>;;
45;<screenplay, subject, American_film_producers>;;
29;<subject, core#broader, Cinema_of_Virginia>;;
29;<subject, core#broader, Virginia_in_fiction>;;
170;<producer, subject, 21st-century_American_businesspeople>;;
432;<extra, genre, Hard_rock>;;
189;<extra, subject, American_post-grunge_musical_groups>;;
230;<starring, subject, American_people_of_Polish_descent>;;
20;<extra, subject, Alternative_rock_groups_from_California>;;
7;<extra, subject, Musical_groups_reestablished_in_2009>;;
117;<extra, hometown, Los_Angeles>;;
140;<extra, recordLabel, Epic_Records>;;
61;<subject, core#broader, Teen_drama_films>;;
92;<subject, core#broader, Teen_drama_films_by_decade>;;
101;<subject, core#broader, 1999_films>;;
95;<starring, subject, State_University_of_New_York_at_Purchase_alumni>;;
101;<extra, subject, Musical_groups_established_in_1992>;;
53;<extra, subject, American_ska_punk_musical_groups>;;
113;<extra, recordLabel, Geffen_Records>;;
44;<starring, subject, Actresses_from_Illinois>;;
70;<extra, recordLabel, Roadrunner_Records>;;
73;<extra, subject, Virgin_Records_artists>;;
8;<writer, subject, Brit_Award_winners>;;
6;<starring, subject, Fordham_University_alumni>;;
23;<extra, subject, Musical_groups_disestablished_in_2002>;;
178;<starring, subject, American_male_radio_actors>;;
63;<subject, core#related, Edgar_Award_winners>;;
63;<subject, core#broader, Edgar_Award_winners>;;
21;<starring, subject, 1992_deaths>;;
129;<subject, core#broader, Black-and-white_films_by_country>;;
27;<starring, subject, American_Presbyterians>;;
65;<starring, subject, 1982_deaths>;;
21;<writer, subject, United_States_Army_soldiers>;;
149;<starring, subject, Deaths_from_cerebrovascular_disease>;;
21;<writer, subject, American_army_personnel_of_World_War_II>;;
61;<starring, subject, 1999_deaths>;;
48;<starring, subject, Clarence_Derwent_Award_winners>;;
57;<cinematography, birthPlace, New_York_City>;;
43;<cinematography, subject, Artists_from_New_York_City>;;
171;<music, subject, American_male_composers>;;
96;<starring, subject, Alumni_of_Bristol_Old_Vic_Theatre_School>;;
271;<director, subject, Silent_film_directors>;;
27;<music, education, New_York_University>;;
53;<subject, 1960_films>;;
20;<colorProcess, Technicolor>;;
66;<producer, subject, Daytime_Emmy_Award_winners>;;
343;<starring, genre, Insult_comedy>;;
214;<starring, subject, American_television_personalities>;;
62;<producer, subject, American_animated_film_producers>;;
219;<starring, genre, Comedy_music>;;
113;<starring, subject, Popular_culture>;;
257;<subject, core#broader, Works_adapted_into_comics>;;
27;<starring, subject, Male_actors_from_St._Louis>;;
71;<subject, core#broader, Cinema_of_New_York_(state)>;;
34;<screenplay, subject, Jewish_American_screenwriters>;;
47;<starring, occupation, Michael_Douglas__PersonFunction__1>;;
47;<starring, subject, Genesis_Prize_laureates>;;
47;<starring, subject, British_people_of_Belarusian-Jewish_descent>;;
47;<starring, subject, American_people_of_Bermudian_descent>;;
47;<starring, parent, Kirk_Douglas>;;
52;<starring, subject, People_from_New_Brunswick,_New_Jersey>;;
47;<starring, title, List_of_awards_and_nominations_received_by_Michael_Douglas>;;
95;<starring, spouse, Catherine_Zeta-Jones>;;
86;<starring, subject, American_anti–nuclear_weapons_activists>;;
47;<starring, subject, American_Reform_Jews>;;
47;<starring, sameAs, 84033248>;;
47;<starring, relative, Joel_Douglas>;;
47;<starring, relative, Peter_Douglas>;;
75;<starring, subject, British_people_of_American_descent>;;
47;<starring, relatives, Anne_Buydens>;;
47;<starring, parents, Kirk_Douglas>;;
47;<starring, subject, British_anti–nuclear_weapons_activists>;;
47;<starring, parent, Diana_Douglas>;;
95;<starring, education, Choate_Rosemary_Hall>;;
95;<starring, education, Allen-Stevenson_School>;;
73;<starring, almaMater, University_of_California,_Santa_Barbara>;;
35;<starring, subject, British_people_of_Scottish_descent>;;
47;<starring, relatives, Joel_Douglas>;;
58;<starring, subject, Douglas_family>;;
47;<starring, depiction, Michael_Douglas_Deauville_2013.jpg>;;
52;<starring, birthPlace, New_Brunswick,_New_Jersey>;;
47;<starring, relative, Anne_Buydens>;;
47;<starring, relatives, Peter_Douglas>;;
47;<starring, relative, Eric_Douglas>;;
47;<starring, relatives, Eric_Douglas>;;
47;<starring, subject, Michael_Douglas>;;
47;<starring, parents, Diana_Douglas>;;
47;<starring, isPrimaryTopicOf, Michael_Douglas>;;
47;<starring, subject, British_people_of_Dutch_descent>;;
47;<starring, subject, British_people_of_English_descent>;;
61;<starring, subject, British_people_of_Belgian_descent>;;
47;<starring, child, Cameron_Douglas>;;
74;<starring, subject, Choate_Rosemary_Hall_alumni>;;
155;<subject, Films_based_on_military_novels>;;
98;<starring, subject, Film_producers_from_Texas>;;
18;<starring, subject, People_from_Islesboro,_Maine>;;
7;<starring, subject, American_people_of_Cherokee_descent>;;
729;<rev, author, Michael_Erlewine>;;
748;<rev, owner, RhythmOne>;;
397;<rev, depiction, Wordmark_of_AllMusic_(2013).png>;;
83;<extra, subject, Articles_which_contain_graphical_timelines>;;
62;<starring, subject, Israeli_emigrants_to_the_United_States>;;
62;<starring, subject, Israeli_Jews>;;
106;<starring, subject, Actresses_from_Washington,_D.C.>;;
71;<starring, subject, 1981_births>;;
184;<producer, subject, 1949_births>;;
10;<starring, subject, People_from_Gramercy_Park>;;
89;<subject, core#broader, Cultural_depictions_of_American_men>;;
16;<starring, occupation, Writer>;;
182;<writer, subject, British_male_screenwriters>;;
207;<producer, subject, American_male_comedians>;;
116;<starring, subject, Canadian_screenwriters>;;
161;<starring, subject, Writers_from_Toronto>;;
52;<writer, subject, American_impressionists_(entertainers)>;;
120;<starring, subject, British_sketch_comedians>;;
74;<writer, subject, British_screenwriters>;;
120;<starring, subject, 20th-century_British_comedians>;;
55;<writer, subject, Canadian_male_comedians>;;
115;<starring, subject, 21st-century_Canadian_non-fiction_writers>;;
36;<writer, subject, Canadian_sketch_comedians>;;
26;<writer, subject, Male_actors_from_Toronto>;;
26;<writer, occupation, Comedian>;;
149;<subject, Films_scored_by_Lalo_Schifrin>;;
149;<musicComposer, Lalo_Schifrin>;;
13;<starring, birthPlace, Minneapolis>;;
110;<director, subject, Catholics_from_New_York_(state)>;;
16;<musicComposer, subject, 20th-century_Italian_male_musicians>;;
25;<musicComposer, subject, Italian_male_classical_composers>;;
312;<producer, birthPlace, Detroit>;;
16;<music, subject, David_di_Donatello_winners>;;
30;<music, subject, Italian_film_score_composers>;;
83;<music, subject, 1911_births>;;
310;<producer, subject, 1939_births>;;
27;<subject, core#broader, Films_scored_by_Italian_composers>;;
193;<subject, 1987_drama_films>;;
371;<director, subject, German-language_film_directors>;;
315;<director, subject, Edgar_Award_winners>;;
126;<writer, subject, Recipients_of_the_Legion_of_Honour>;;
13;<subject, core#broader, Buddy_films>;;
13;<starring, subject, United_States_Air_Force_airmen>;;
32;<starring, subject, Male_actors_from_Minnesota>;;
40;<subject, core#broader, Juvenile_sexuality_in_films>;;
13;<starring, subject, University_of_Wisconsin–Madison_alumni>;;
58;<starring, subject, Film_producers_from_Minnesota>;;
40;<subject, core#broader, Mass_media_in_New_York_(state)>;;
57;<starring, subject, Independent_Spirit_Award_winners>;;
43;<starring, subject, Male_actors_from_San_Diego>;;
49;<subject, core#broader, Films_about_psychic_powers>;;
120;<starring, subject, Film_directors_from_Virginia>;;
54;<music, subject, 20th-century_American_keyboardists>;;
144;<starring, subject, American_Christian_Scientists>;;
78;<starring, almaMater, Catholic_University_of_America>;;
123;<writer, birthPlace, Detroit>;;
81;<writer, subject, Writers_from_Detroit>;;
149;<starring, subject, Voight_family>;;
75;<starring, subject, Catholic_University_of_America_alumni>;;
22;<subject, Italian_films>;;
32;<subject, British_romantic_drama_films>;;
15;<subject, 1996_romantic_drama_films>;;
612;<starring, subject, American_real_estate_businesspeople>;;
342;<starring, subject, American_investors>;;
147;<starring, subject, People_from_the_San_Francisco_Bay_Area>;;
167;<starring, subject, American_male_jazz_composers>;;
167;<starring, depiction, ClintEastwoodSept10TIFF.jpg>;;
167;<starring, subject, People_from_San_Francisco>;;
167;<starring, subject, 20th-century_American_politicians>;;
167;<starring, subject, Akira_Kurosawa_Award_winners>;;
167;<starring, subject, Mayors_of_places_in_California>;;
167;<starring, subject, American_jazz_composers>;;
167;<starring, subject, Clint_Eastwood>;;
167;<starring, subject, Businesspeople_from_the_San_Francisco_Bay_Area>;;
335;<starring, partner, Sondra_Locke>;;
274;<starring, subject, Western_(genre)_film_directors>;;
167;<starring, subject, Military_personnel_from_California>;;
167;<starring, subject, Film_directors_from_San_Francisco>;;
167;<starring, subject, Eastwood_family>;;
167;<starring, subject, Recipients_of_the_Order_of_the_Rising_Sun,_3rd_class>;;
167;<starring, subject, California_Libertarians>;;
167;<starring, child, Kyle_Eastwood>;;
167;<starring, child, Scott_Eastwood>;;
167;<starring, sameAs, 84033457>;;
254;<starring, subject, California_Independents>;;
167;<starring, subject, People_from_Piedmont,_California>;;
167;<starring, subject, Male_film_score_composers>;;
167;<starring, subject, Musicians_from_San_Francisco>;;
167;<starring, subject, Helicopter_pilots>;;
44;<musicComposer, subject, 1947_births>;;
119;<director, subject, Place_of_birth_missing_(living_people)>;;
132;<subject, core#broader, Psychological_thriller_films_by_decade>;;
25;<starring, birthPlace, St._Louis,_Missouri>;;
12;<screenplay, subject, American_women_screenwriters>;;
929;<distributor, location, New_York_City>;;
90;<editing, subject, 1958_births>;;
146;<producer, subject, Deaths_from_cancer_in_California>;;
103;<starring, subject, Female_models_from_New_York_(state)>;;
303;<productionCompany, locationCity, California>;;
35;<starring, subject, 1914_births>;;
21;<starring, title, Academy_of_Motion_Picture_Arts_and_Sciences>;;
59;<subject, core#broader, Films_set_in_New_York_City>;;
21;<starring, subject, Presidents_of_the_Academy_of_Motion_Picture_Arts_and_Sciences>;;
208;<starring, subject, Screen_Actors_Guild_Life_Achievement_Award>;;
31;<starring, restingPlace, Los_Angeles>;;
30;<starring, Gregory_Peck>;;
13;<cinematography, subject, 1909_births>;;
13;<starring, subject, Commercial_aviators>;;
81;<producer, subject, Edgar_Award_winners>;;
13;<musicComposer, subject, Burials_at_Hollywood_Forever_Cemetery>;;
13;<subject, core#broader, 1950s_films>;;
102;<musicComposer, subject, Deaths_from_cancer_in_California>;;
13;<starring, subject, 1969_deaths>;;
13;<starring, subject, 1993_deaths>;;
106;<subject, European_Film_Awards_winners_(films)>;;
72;<subject, 1984_drama_films>;;
30;<starring, subject, 1994_deaths>;;
227;<subject, core#broader, Cinema_of_England>;;
131;<starring, Donald_Sutherland>;;
50;<starring, subject, Irish_emigrants_to_the_United_States>;;
95;<starring, birthPlace, Brooklyn,_New_York>;;
99;<cinematography, birthPlace, Polish_People's_Republic>;;
34;<starring, subject, Honorary_Officers_of_the_Order_of_the_British_Empire>;;
18;<starring, subject, National_Football_League_announcers>;;
56;<starring, subject, St._Mark's_School_(Texas)_alumni>;;
18;<starring, subject, Male_actors_from_San_Antonio>;;
42;<starring, subject, Alumni_of_Saint_Martin's_School_of_Art>;;
34;<starring, subject, Alumni_of_the_Drama_Centre_London>;;
28;<starring, subject, Irish_expatriates_in_the_United_Kingdom>;;
28;<starring, citizenship, United_States>;;
51;<starring, birthPlace, Philadelphia,_Pennsylvania>;;
189;<musicComposer, deathPlace, Los_Angeles>;;
31;<subject, core#broader, Cultural_depictions_of_Presidents_of_the_United_States>;;
17;<starring, subject, Male_actors_from_Hamilton,_Ontario>;;
180;<country, subject, English-speaking_countries_and_territories>;;
113;<country, language, English_language>;;
115;<country, subject, Member_states_of_NATO>;;
61;<country, event, United_States__HistoricalEvent__3>;;
170;<screenplay, subject, Screenwriters_from_New_York_(state)>;;
52;<subject, core#broader, American_legal_films>;;
37;<subject, core#broader, Courtroom_films>;;
36;<subject, core#broader, Films_about_television_people>;;
36;<subject, core#broader, Works_about_actors>;;
22;<subject, core#broader, Films_about_theatre>;;
147;<director, subject, Best_Adapted_Screenplay_BAFTA_Award_winners>;;
27;<starring, subject, 1928_births>;;
11;<screenplay, subject, American_television_directors>;;
39;<starring, birthPlace, Englewood,_New_Jersey>;;
147;<editing, subject, 1951_births>;;
17;<starring, subject, 2002_deaths>;;
94;<subject, core#broader, Films_by_Canadian_producers>;;
59;<cinematography, subject, Members_of_the_Order_of_Australia>;;
236;<cinematography, awards, Academy_Award_for_Best_Cinematography>;;
1494;<cinematography, occupation, Film_director>;;
158;<subject, 1980s_action_comedy_films>;;
362;<distributor, isPrimaryTopicOf, Miramax_Films>;;
339;<distributor, wikiPageRedirects, Miramax>;;
66;<subject, core#broader, Historical_romance_films>;;
248;<starring, subject, National_Youth_Theatre_members>;;
210;<starring, subject, English_film_producers>;;
68;<starring, subject, British_emigrants_to_the_United_States>;;
346;<distributor, isPrimaryTopicOf, Miramax>;;
328;<distributor, subject, Mass_media_companies_established_in_1979>;;
334;<distributor, keyPerson, Bill_Block>;;
308;<distributor, subject, 2020_mergers_and_acquisitions>;;
514;<director, subject, LGBT_directors>;;
49;<starring, subject, Alumni_of_the_Webber_Douglas_Academy_of_Dramatic_Art>;;
13;<music, genre, Blues>;;
45;<subject, Films_set_in_Italy>;;
39;<subject, core#broader, Films_by_British_producers>;;
61;<starring, subject, American_people_of_Pennsylvania_Dutch_descent>;;
189;<director, almaMater, St_Ignatius'_College>;;
328;<director, spouse, Alma_Reville>;;
84;<producer, subject, People_educated_at_St_Ignatius'_College,_Enfield>;;
239;<director, core#exactMatch, i95541>;;
61;<producer, subject, 1899_births>;;
177;<director, title, List_of_awards_and_nominations_received_by_Alfred_Hitchcock>;;
239;<director, birthPlace, Essex>;;
189;<director, birthPlace, Leytonstone>;;
177;<director, awards, List_of_awards_and_nominations_received_by_Alfred_Hitchcock>;;
61;<producer, spouse, Alma_Reville>;;
61;<producer, birthPlace, Essex>;;
177;<director, subject, People_educated_at_St_Ignatius'_College,_Enfield>;;
201;<director, award, List_of_awards_and_nominations_received_by_Alfred_Hitchcock>;;
239;<director, almaMater, London>;;
61;<producer, subject, English_emigrants_to_the_United_States>;;
239;<director, subject, Film_producers_from_London>;;
61;<producer, awards, List_of_awards_and_nominations_received_by_Alfred_Hitchcock>;;
355;<director, education, Salesian_College,_Battersea>;;
224;<director, honorificPrefix, Sir>;;
50;<producer, deathPlace, Bel_Air,_Los_Angeles>;;
61;<producer, subject, English_television_directors>;;
61;<producer, child, Pat_Hitchcock>;;
177;<director, children, Pat_Hitchcock>;;
61;<producer, subject, People_from_Bel_Air,_Los_Angeles>;;
177;<director, isPrimaryTopicOf, Alfred_Hitchcock>;;
189;<director, subject, 20th-century_English_people>;;
61;<producer, subject, Knights_Commander_of_the_Order_of_the_British_Empire>;;
177;<director, subject, Silent_film_screenwriters>;;
23;<producer, subject, Alfred_Hitchcock>;;
108;<director, subject, English_emigrants_to_the_United_States>;;
150;<director, subject, English_Roman_Catholics>;;
23;<producer, almaMater, St_Ignatius'_College>;;
23;<producer, children, Pat_Hitchcock>;;
23;<producer, subject, People_from_Leytonstone>;;
139;<director, child, Pat_Hitchcock>;;
11;<producer, depiction, Hitchcock,_Alfred_02.jpg>;;
139;<director, subject, Alfred_Hitchcock>;;
22;<producer, subject, Film_producers_from_London>;;
11;<producer, sameAs, 49226917>;;
11;<producer, occupation, Alfred_Hitchcock__PersonFunction__1>;;
139;<director, subject, Knights_Commander_of_the_Order_of_the_British_Empire>;;
